id_fecha_resuelto,dia,mes,anio,hora,minutos
449,17,2,2026,13,48
450,17,2,2026,13,49
451,17,2,2026,13,54
452,17,2,2026,14,4
453,17,2,2026,14,10
454,17,2,2026,14,11
455,17,2,2026,14,20
456,17,2,2026,14,28
457,17,2,2026,14,35
458,17,2,2026,14,44
459,17,2,2026,15,16
460,17,2,2026,15,57
461,17,2,2026,16,18
462,17,2,2026,16,20
463,17,2,2026,16,24
464,17,2,2026,16,29
465,18,2,2026,7,35
466,18,2,2026,7,36
467,18,2,2026,7,40
468,18,2,2026,7,48
469,18,2,2026,7,54
470,18,2,2026,7,57
471,18,2,2026,8,1
472,18,2,2026,8,2
473,18,2,2026,8,4
474,18,2,2026,8,8
475,18,2,2026,8,9
476,18,2,2026,8,10
477,18,2,2026,8,18
478,18,2,2026,9,14
479,18,2,2026,9,34
480,18,2,2026,9,37
481,18,2,2026,9,54
482,18,2,2026,10,10
483,18,2,2026,10,16
484,18,2,2026,10,25
485,18,2,2026,10,27
486,18,2,2026,11,9
487,18,2,2026,11,30
488,18,2,2026,11,38
489,18,2,2026,11,41
490,18,2,2026,11,44
491,18,2,2026,11,49
492,18,2,2026,13,8
493,18,2,2026,13,21
494,18,2,2026,13,50
495,18,2,2026,13,51
496,18,2,2026,13,52
497,18,2,2026,13,53
498,18,2,2026,13,56
499,18,2,2026,14,11
500,18,2,2026,14,14
501,18,2,2026,15,38
502,18,2,2026,15,58
503,18,2,2026,16,11
504,18,2,2026,16,33
505,19,2,2026,7,41
506,19,2,2026,7,52
507,19,2,2026,7,55
508,19,2,2026,8,2
509,19,2,2026,8,4
510,19,2,2026,9,52
511,19,2,2026,10,20
512,19,2,2026,10,34
513,19,2,2026,10,57
514,19,2,2026,10,58
515,19,2,2026,11,8
516,19,2,2026,11,50
517,19,2,2026,11,55
518,19,2,2026,13,12
519,19,2,2026,14,2
520,19,2,2026,14,4
521,19,2,2026,14,9
522,19,2,2026,14,12
523,19,2,2026,14,13
524,19,2,2026,14,14
525,19,2,2026,14,18
526,19,2,2026,14,34
527,19,2,2026,14,45
528,19,2,2026,15,23
529,19,2,2026,16,0
530,19,2,2026,16,12
531,19,2,2026,16,46
532,20,2,2026,7,40
533,20,2,2026,9,9
534,20,2,2026,9,22
535,20,2,2026,9,31
536,20,2,2026,9,32
537,20,2,2026,9,38
538,20,2,2026,10,1
539,20,2,2026,10,3
540,20,2,2026,10,4
541,20,2,2026,10,44
542,20,2,2026,10,46
543,20,2,2026,11,38
544,20,2,2026,11,56
545,20,2,2026,11,59
546,20,2,2026,13,31
547,20,2,2026,13,33
548,20,2,2026,13,47
549,20,2,2026,13,49
550,20,2,2026,14,11
551,20,2,2026,14,12
552,20,2,2026,14,25
553,20,2,2026,14,26
554,20,2,2026,14,34
555,20,2,2026,14,54
556,20,2,2026,15,14
557,20,2,2026,15,15
558,20,2,2026,15,40
559,20,2,2026,16,15
560,20,2,2026,16,18
561,20,2,2026,16,22
562,20,2,2026,16,29
563,23,2,2026,7,44
564,23,2,2026,7,46
565,23,2,2026,9,4
566,23,2,2026,9,12
567,23,2,2026,10,25
568,23,2,2026,11,15
569,23,2,2026,13,55
570,23,2,2026,13,57
571,23,2,2026,14,7
572,23,2,2026,14,8
573,23,2,2026,14,11
574,23,2,2026,14,12
575,23,2,2026,14,16
576,23,2,2026,14,17
577,23,2,2026,14,36
578,23,2,2026,14,45
579,23,2,2026,14,53
580,23,2,2026,15,21
581,23,2,2026,15,40
582,23,2,2026,15,43
583,23,2,2026,15,44
584,23,2,2026,15,48
585,23,2,2026,15,51
586,23,2,2026,15,53
587,23,2,2026,15,55
588,23,2,2026,15,56
589,23,2,2026,16,2
590,23,2,2026,16,11
591,23,2,2026,16,12
592,23,2,2026,16,14
593,23,2,2026,16,15
594,23,2,2026,16,28
595,23,2,2026,16,33
596,24,2,2026,7,33
597,24,2,2026,7,36
598,24,2,2026,7,40
599,24,2,2026,8,47
600,24,2,2026,10,6
601,24,2,2026,10,10
602,24,2,2026,10,14
603,24,2,2026,10,41
604,24,2,2026,10,42
605,24,2,2026,10,45
606,24,2,2026,11,14
607,24,2,2026,13,10
608,24,2,2026,13,13
609,24,2,2026,13,25
610,24,2,2026,13,35
611,24,2,2026,13,37
612,24,2,2026,13,45
613,24,2,2026,14,45
614,25,2,2026,9,0
615,25,2,2026,9,1
616,25,2,2026,9,13
617,25,2,2026,9,42
618,25,2,2026,9,59
619,25,2,2026,10,10
620,25,2,2026,10,42
621,25,2,2026,10,43
622,25,2,2026,10,49
623,25,2,2026,10,56
624,25,2,2026,11,6
625,25,2,2026,11,18
626,25,2,2026,11,20
627,25,2,2026,13,24
628,25,2,2026,14,20
629,25,2,2026,14,22
630,25,2,2026,14,36
631,25,2,2026,15,12
632,25,2,2026,15,13
633,26,2,2026,6,50
634,26,2,2026,6,56
635,26,2,2026,6,57
636,26,2,2026,7,3
637,26,2,2026,7,41
638,26,2,2026,7,52
639,26,2,2026,8,1
640,26,2,2026,9,11
641,26,2,2026,9,29
642,26,2,2026,10,8
643,26,2,2026,10,13
644,26,2,2026,13,12
645,26,2,2026,13,13
646,26,2,2026,13,15
647,26,2,2026,13,51
648,26,2,2026,14,28
649,26,2,2026,15,3
650,26,2,2026,15,35
651,27,2,2026,7,34
652,27,2,2026,8,3
653,27,2,2026,9,10
654,27,2,2026,9,33
655,27,2,2026,9,34
656,27,2,2026,9,48
657,27,2,2026,9,59
658,27,2,2026,10,8
659,27,2,2026,11,29
660,27,2,2026,13,10
661,27,2,2026,13,53
662,27,2,2026,13,58
663,2,3,2026,10,37
664,2,3,2026,10,45
665,2,3,2026,11,28
666,2,3,2026,13,19
667,2,3,2026,13,59
668,2,3,2026,14,31
669,2,3,2026,14,39
670,2,3,2026,14,45
671,2,3,2026,14,46
672,2,3,2026,15,58
673,2,3,2026,16,29
674,3,3,2026,7,36
675,3,3,2026,7,37
676,3,3,2026,7,39
677,3,3,2026,7,43
678,3,3,2026,7,45
679,3,3,2026,7,51
680,3,3,2026,7,53
681,3,3,2026,10,49
682,3,3,2026,10,51
683,3,3,2026,10,54
684,3,3,2026,10,59
685,3,3,2026,11,6
686,3,3,2026,11,29
687,3,3,2026,11,30
688,3,3,2026,11,39
689,3,3,2026,14,9
690,3,3,2026,14,27
691,3,3,2026,14,46
692,3,3,2026,15,20
693,3,3,2026,15,27
694,3,3,2026,15,30
695,3,3,2026,15,32
696,3,3,2026,16,32
697,4,3,2026,7,52
698,4,3,2026,7,57
699,4,3,2026,8,53
700,4,3,2026,8,57
701,4,3,2026,9,5
702,4,3,2026,10,1
703,4,3,2026,10,49
704,4,3,2026,11,7
705,4,3,2026,11,35
706,4,3,2026,11,37
707,4,3,2026,13,7
708,4,3,2026,13,16
709,4,3,2026,13,20
710,4,3,2026,13,37
711,4,3,2026,13,39
712,4,3,2026,13,42
713,4,3,2026,13,44
714,4,3,2026,13,48
715,4,3,2026,14,3
716,4,3,2026,14,8
717,4,3,2026,14,10
718,4,3,2026,14,13
719,4,3,2026,14,14
720,4,3,2026,14,21
721,4,3,2026,14,24
722,4,3,2026,15,6
723,4,3,2026,15,31
724,4,3,2026,15,44
725,4,3,2026,15,54
726,4,3,2026,15,55
727,5,3,2026,7,47
728,5,3,2026,7,54
729,5,3,2026,8,20
730,5,3,2026,8,41
731,5,3,2026,10,54
732,5,3,2026,11,41
733,5,3,2026,13,14
734,5,3,2026,13,17
735,5,3,2026,13,21
736,5,3,2026,14,6
737,5,3,2026,14,46
738,5,3,2026,14,48
739,5,3,2026,16,12
740,6,3,2026,7,40
741,6,3,2026,9,4
742,6,3,2026,10,45
743,6,3,2026,10,46
744,6,3,2026,11,1
745,6,3,2026,11,13
746,6,3,2026,11,28
747,6,3,2026,13,18
748,6,3,2026,13,23
749,6,3,2026,13,33
750,6,3,2026,13,40
751,6,3,2026,13,41
752,6,3,2026,13,47
753,6,3,2026,14,2
754,6,3,2026,14,10
755,6,3,2026,14,20
756,6,3,2026,14,43
757,6,3,2026,14,57
758,6,3,2026,15,28
759,6,3,2026,15,36
760,6,3,2026,15,56
761,6,3,2026,16,34
762,9,3,2026,13,14
763,9,3,2026,13,18
764,9,3,2026,13,27
765,9,3,2026,13,34
766,9,3,2026,13,49
767,9,3,2026,13,53
768,9,3,2026,13,56
769,9,3,2026,13,57
770,9,3,2026,14,3
771,9,3,2026,14,11
772,9,3,2026,14,24
773,9,3,2026,14,27
774,9,3,2026,15,15
775,10,3,2026,7,41
776,10,3,2026,7,43
777,10,3,2026,7,54
778,10,3,2026,9,11
779,10,3,2026,9,45
780,10,3,2026,11,3
781,10,3,2026,11,11
782,10,3,2026,13,5
783,10,3,2026,13,8
784,10,3,2026,13,19
785,10,3,2026,14,35
786,10,3,2026,14,41
787,10,3,2026,15,2
788,11,3,2026,7,22
789,11,3,2026,7,28
790,11,3,2026,7,31
791,11,3,2026,9,57
792,11,3,2026,10,1
793,11,3,2026,10,53
794,11,3,2026,10,57
795,11,3,2026,11,24
796,11,3,2026,11,53
797,11,3,2026,13,10
798,11,3,2026,13,29
799,11,3,2026,14,11
800,11,3,2026,14,15
801,11,3,2026,14,36
802,11,3,2026,14,45
803,11,3,2026,14,55
804,12,3,2026,7,32
805,12,3,2026,9,45
806,12,3,2026,9,49
807,12,3,2026,10,4
808,12,3,2026,10,38
809,12,3,2026,13,44
810,12,3,2026,13,54
811,12,3,2026,13,55
812,12,3,2026,14,18
813,12,3,2026,14,24
814,12,3,2026,14,59
815,12,3,2026,15,34
816,12,3,2026,16,9
817,12,3,2026,16,34
818,13,3,2026,11,39
819,13,3,2026,11,44
820,13,3,2026,11,59
821,13,3,2026,13,22
822,13,3,2026,13,24
823,13,3,2026,13,51
824,13,3,2026,15,43
825,16,3,2026,8,29
826,16,3,2026,8,37
827,16,3,2026,8,38
828,16,3,2026,9,27
829,16,3,2026,9,28
830,16,3,2026,9,32
831,16,3,2026,10,27
832,16,3,2026,10,56
833,16,3,2026,13,23
834,16,3,2026,13,30
835,16,3,2026,13,53
836,16,3,2026,14,30
837,16,3,2026,14,49
838,16,3,2026,16,28
839,17,3,2026,8,5
840,17,3,2026,8,7
841,17,3,2026,11,13
842,17,3,2026,14,47
843,17,3,2026,16,4
844,17,3,2026,16,5
845,18,3,2026,7,29
846,18,3,2026,7,30
847,18,3,2026,9,22
848,18,3,2026,13,34
849,18,3,2026,14,8
850,18,3,2026,15,13
851,18,3,2026,15,21
852,18,3,2026,16,12
853,18,3,2026,16,43
854,19,3,2026,7,21
855,19,3,2026,7,48
856,19,3,2026,8,29
857,19,3,2026,9,28
858,19,3,2026,9,47
859,19,3,2026,13,51
860,19,3,2026,13,55
861,20,3,2026,7,39
862,20,3,2026,9,10
863,20,3,2026,10,8
864,20,3,2026,10,43
865,20,3,2026,11,10
866,20,3,2026,11,35
867,20,3,2026,13,23
868,20,3,2026,13,24
869,20,3,2026,14,37
870,23,3,2026,8,52
871,23,3,2026,8,54
872,23,3,2026,8,57
873,23,3,2026,11,3
874,23,3,2026,11,8
875,23,3,2026,11,12
876,23,3,2026,14,30
877,23,3,2026,16,0
878,23,3,2026,16,13
879,24,3,2026,8,5
880,24,3,2026,8,35
881,24,3,2026,8,52
882,24,3,2026,9,50
883,24,3,2026,11,21
884,24,3,2026,11,42
885,24,3,2026,11,54
886,24,3,2026,14,27
887,24,3,2026,14,59
888,24,3,2026,15,5
889,24,3,2026,15,59
890,25,3,2026,8,15
891,25,3,2026,8,17
892,25,3,2026,8,49
893,25,3,2026,13,40
894,25,3,2026,14,6
895,25,3,2026,15,14
896,25,3,2026,16,37
897,26,3,2026,7,46
898,26,3,2026,8,4
899,26,3,2026,9,12
900,26,3,2026,10,52
901,26,3,2026,11,2
902,26,3,2026,12,4
903,26,3,2026,13,28
904,26,3,2026,14,16
905,26,3,2026,14,54
906,26,3,2026,15,54
907,26,3,2026,16,6
908,27,3,2026,7,27
909,27,3,2026,7,39
910,27,3,2026,7,40
911,27,3,2026,9,15
912,27,3,2026,9,38
913,27,3,2026,10,21
914,27,3,2026,10,30
915,27,3,2026,13,4
916,27,3,2026,13,5
917,27,3,2026,13,28
918,27,3,2026,13,54
919,27,3,2026,14,8
920,27,3,2026,14,11
921,27,3,2026,14,14
922,27,3,2026,14,29
923,27,3,2026,14,30
924,27,3,2026,14,31
925,27,3,2026,14,37
926,27,3,2026,14,48
927,27,3,2026,15,53
928,27,3,2026,16,10
929,27,3,2026,16,19
930,27,3,2026,16,20
931,27,3,2026,16,22
932,6,4,2026,7,50
933,6,4,2026,7,52
934,6,4,2026,7,55
935,6,4,2026,9,21
936,6,4,2026,15,39
937,6,4,2026,16,2
938,6,4,2026,16,9
939,7,4,2026,9,0
940,7,4,2026,9,5
941,7,4,2026,9,27
942,7,4,2026,9,42
943,7,4,2026,9,53
944,7,4,2026,10,3
945,7,4,2026,10,57
946,7,4,2026,10,58
947,7,4,2026,10,59
948,7,4,2026,13,38
949,7,4,2026,14,30
950,7,4,2026,15,40
951,8,4,2026,7,26
952,8,4,2026,7,30
953,8,4,2026,7,45
954,8,4,2026,7,46
955,8,4,2026,7,56
956,8,4,2026,8,4
957,8,4,2026,10,0
958,8,4,2026,10,24
959,8,4,2026,13,33
960,8,4,2026,13,41
961,8,4,2026,15,30
962,8,4,2026,15,31
963,8,4,2026,16,13
964,8,4,2026,16,30
965,9,4,2026,7,35
966,9,4,2026,7,54
967,9,4,2026,7,55
968,9,4,2026,7,56
969,9,4,2026,9,2
970,9,4,2026,9,20
971,9,4,2026,9,25
972,9,4,2026,9,48
973,9,4,2026,9,53
974,9,4,2026,9,56
975,9,4,2026,10,6
976,9,4,2026,13,38
977,9,4,2026,13,52
978,9,4,2026,14,37
979,9,4,2026,15,37
980,9,4,2026,15,39
981,10,4,2026,7,47
982,10,4,2026,8,4
983,10,4,2026,10,24
984,10,4,2026,10,30
985,10,4,2026,11,6
986,10,4,2026,11,44
987,10,4,2026,11,50
988,10,4,2026,11,54
989,10,4,2026,11,55
990,10,4,2026,12,39
991,10,4,2026,13,6
992,10,4,2026,13,35
993,10,4,2026,14,22
994,10,4,2026,15,5
995,10,4,2026,15,58
996,10,4,2026,15,59
997,13,4,2026,11,0
998,13,4,2026,11,27
999,13,4,2026,11,28
1000,13,4,2026,11,40
1001,13,4,2026,11,48
1002,13,4,2026,13,17
1003,13,4,2026,13,19
1004,13,4,2026,14,21
1005,13,4,2026,14,35
1006,13,4,2026,14,42
1007,13,4,2026,15,19
1008,13,4,2026,15,44
1009,13,4,2026,15,48
1010,14,4,2026,7,41
1011,14,4,2026,7,42
1012,14,4,2026,7,46
1013,14,4,2026,7,51
1014,14,4,2026,7,54
1015,14,4,2026,9,8
1016,14,4,2026,9,25
1017,14,4,2026,10,50
1018,14,4,2026,13,59
1019,14,4,2026,14,3
1020,15,4,2026,7,33
1021,15,4,2026,9,58
1022,15,4,2026,10,20
1023,15,4,2026,10,24
1024,15,4,2026,13,7
1025,15,4,2026,13,13
1026,15,4,2026,13,37
1027,15,4,2026,13,43
1028,15,4,2026,14,8
1029,15,4,2026,14,11
1030,15,4,2026,14,25
1031,15,4,2026,14,43
1032,16,4,2026,7,31
1033,16,4,2026,7,48
1034,16,4,2026,7,57
1035,16,4,2026,8,10
1036,16,4,2026,8,21
1037,16,4,2026,10,44
1038,16,4,2026,14,53
1039,17,4,2026,7,46
1040,17,4,2026,7,48
1041,17,4,2026,7,51
1042,17,4,2026,9,6
1043,17,4,2026,9,37
1044,17,4,2026,10,47
1045,17,4,2026,11,10
1046,17,4,2026,11,28
1047,17,4,2026,11,40
1048,17,4,2026,14,47
1049,17,4,2026,14,51
1050,17,4,2026,14,54
1051,17,4,2026,15,13
1052,17,4,2026,16,0
1053,20,4,2026,9,45
1054,20,4,2026,10,25
1055,20,4,2026,10,35
1056,20,4,2026,11,23
1057,20,4,2026,13,2
1058,20,4,2026,14,40
1059,20,4,2026,15,29
1060,20,4,2026,16,6
1061,20,4,2026,16,10
1062,21,4,2026,7,49
1063,21,4,2026,7,52
1064,21,4,2026,9,4
1065,21,4,2026,14,2
1066,21,4,2026,14,12
1067,21,4,2026,14,21
