id_ticket,asunto,fk_fecha_solicitud,fk_fecha_resuelto,fk_usuario,fk_agente,fk_servicio,fk_canal,fk_tipo,fk_prioridad,fk_estado
71271,Re: Solicitud de creación de cursos del Científico,68,84.0,4,1,20,2,3,3,1
71272,problema con la cuenta de microsoft 360,69,60.0,7,1,14,2,3,3,1
71273,no puedo entrar a mi cuenta de teams 360 y por end...,70,61.0,7,1,11,2,3,3,1
71274,Trato de ingresar y no puedo,71,62.0,5,1,1,2,3,3,1
71275,Consulta sobre disponibilidad de la plataforma mañana jueves 22 de enero,72,78.0,10,1,30,2,3,3,1
71276,Acceso Catedra Cálculo y Álgebra Lineal,73,63.0,5,1,7,2,3,3,1
71277,Error en grupos asignados del Colegio Científico,74,65.0,10,1,6,2,3,3,1
71278,RV: Sobre usario en Tec Digital,75,67.0,2,1,12,2,3,3,1
71279,Solicitud de acceso a Turnitin,76,66.0,10,1,18,2,3,3,1
71281,Aparentes inconsistencias en el Gestor de Atributos,77,189.0,10,1,31,2,3,3,1
71282,Solicitud de permisos y activación de cuenta al TEC Digital,78,70.0,1,1,2,2,3,3,1
71284,Solicitud de Asistencias estudiantiles IS-2026,79,77.0,1,1,26,2,3,3,1
71285,Cursos para el Colegio Científico,80,69.0,4,1,6,2,3,3,1
71286,Cambio de letra,81,68.0,2,1,11,2,3,3,1
71287,Re: Solicitud de acceso al TEC DIGITAL,82,85.0,3,1,10,2,3,3,1
71288,Cambio de profesor en curso,83,81.0,4,1,25,2,3,3,1
71289,RE: Acceso a TEC Digital,84,73.0,1,1,5,2,3,3,1
71290,agregar a comunidad,85,71.0,5,1,7,6,3,3,1
71291,agregar a comunidad,86,72.0,5,1,7,6,3,3,1
71292,Información de matricula segundo bimestre Maestria en Adm ing electromecánica,87,74.0,8,1,11,2,3,3,1
71293,Reactivación cuenta estudiantil,88,75.0,5,1,11,2,3,3,1
71294,Recuperar mi cuenta,89,76.0,8,1,1,2,3,3,1
71296,Problema de inicio de sesion al tec digital,90,79.0,8,1,1,2,3,3,1
71297,Ingreso al TEC Digital (Creación de usuarios),91,80.0,10,1,25,2,3,3,1
71298,Consulta,92,82.0,2,1,21,2,3,3,1
71299,Ingreso al TEC Digital (Creación de usuarios),93,83.0,10,1,5,2,3,3,1
71300,Aperturar cursos en la plataforma del TEC-Digital I T 2026,94,125.0,2,1,21,2,3,3,1
71301,Acceso a TEC-Digital,95,115.0,1,1,5,2,3,3,1
71302,cambio de correo estudiante,96,93.0,1,1,12,2,3,3,1
71304,Desbloqueo cuenta estudiantec,97,86.0,8,1,38,2,3,3,1
71307,Solicitud de creación de grupo - Programa de Ciencia de los Datos,98,87.0,1,1,21,2,3,3,1
71308,Re: [Centro de Ayuda del TEC Digital] Re: Fwd: Solicitud de apoyo para ingresar a TEC DIGITAL,99,101.0,7,1,5,2,3,3,1
71309,Ayuda con quiz en GAAP,100,91.0,11,1,30,2,3,3,1
71311,RV: Problema de registro,101,88.0,1,5,29,2,3,3,1
71312,RV: Problemas con email,102,89.0,5,5,38,2,3,3,1
71313,RV: Acceso a correo de estudiante,103,89.0,5,5,1,2,3,3,1
71314,RV: CORREO ESTUDIANTEC.CR,104,89.0,5,5,1,2,3,3,1
71315,Ingreso al TEC Digital (Creación de usuarios),105,90.0,2,1,21,2,3,3,1
71316,Ayuda para sincronización de cursos y consulta,106,92.0,10,1,5,2,3,3,1
71317,Consulta,107,96.0,8,1,11,2,3,3,1
71318,ERROR AL CARGAR ARCHIVOS,108,95.0,7,1,28,2,3,3,1
71319,Acceso a cátedra de Cálculo y Álgebra Lineal,109,94.0,5,1,7,2,3,3,1
71320,Problema acceso TEC Digital estudiantes Tercera Promoción Maestría Desarrollo Económico Local,110,97.0,3,1,5,2,3,3,1
71321,Asignación de cursos a profesores,111,105.0,10,1,6,2,3,3,1
71322,RE: INGRESO DE DANIEL SOLANO MORALES - TEC DIGITAL,112,149.0,5,1,1,2,3,3,1
71323,Incluir estudiantes en curso Principios de programación II,113,99.0,5,1,9,2,3,3,1
71324,Consulta para matricula.,114,98.0,8,1,11,2,3,3,1
71325,Restauración de cuenta @estudiantec. Josué Zamora Arce. 120180186.,115,100.0,5,1,11,2,3,3,1
71326,Expediente Estudiantil,116,102.0,8,1,29,6,3,3,1
71327,Matrícula,117,103.0,5,1,5,2,3,3,1
71328,Corrección de nombre en la plataforma,118,108.0,5,1,12,2,3,3,1
71329,solicitud,119,113.0,1,1,22,2,3,3,1
71331,Soporte,120,104.0,1,1,6,2,3,3,1
71332,Ingreso a correo institucional,121,106.0,5,1,38,2,3,3,1
71333,Usuario TEC-Digital,122,109.0,5,1,2,2,3,3,1
71334,Error al cargar archivos,123,107.0,5,1,28,2,3,3,1
71335,RE: Consulta de matrícula,124,111.0,5,1,5,2,3,3,1
71336,Información de curso,125,110.0,5,1,11,2,3,3,1
71337,Ayuda para incluir Materia actual en TEC digital,126,116.0,5,1,5,2,3,3,1
71338,TEC Digital- Problemas - Susana Ramirez,127,114.0,8,1,28,2,3,3,1
71339,Solicitud de ayuda para ingreso,128,112.0,5,1,2,2,3,3,1
71340,plataforma del TEC-Digital I T 2026,129,117.0,1,1,5,2,3,3,1
71342,Mi nombre en el tec digital es incorrecto. Mi nomb...,130,119.0,5,1,12,2,3,3,1
71343,Problemas con cuenta tecDigital.,131,120.0,5,1,1,2,3,3,1
71344,Falla en carga de documentos,132,133.0,7,1,28,2,3,3,1
71345,Curso de verano,133,122.0,5,1,29,2,3,3,1
71346,Contraseña invalidad despues de haberla cambiado y seguir los pasos,134,121.0,7,1,14,2,3,3,1
71347,Ingreso al TEC Digital (Creación de usuarios),135,123.0,2,1,25,2,3,3,1
71348,Solicitud de constancia,136,124.0,5,1,11,2,3,3,1
71349,Necesito asistencia para asociar una actividad de GAAP a una evaluación en un curso de Fundatec.-,137,126.0,11,1,30,2,3,3,1
71350,Consulta sobre disponibilidad de la plataforma mañana jueves 28 de enero,138,127.0,10,1,30,2,3,3,1
71352,Permisos sistema,139,164.0,1,1,34,2,3,3,1
71353,Solicitud para publicar noticia SE BUSCAN PERSONAS TUTORAS EN EL DOP I-2026,140,132.0,1,1,26,2,3,3,1
71354,uso del tec-digital,141,128.0,5,4,35,4,2,2,1
71355,uso del tec-digital,141,129.0,2,1,5,2,3,3,1
71356,en tecDigital en aplicaciones no aparece el expediente,142,623.0,5,1,29,2,3,3,1
71357,Problemas de ingreso al TEC Digital,143,131.0,5,1,1,2,3,3,1
71358,Actualización de datos,144,136.0,5,1,12,2,3,3,1
71359,Solicitud de actualización de cursos,145,134.0,1,1,5,2,3,3,1
71360,Reporte y consulta de fallo,146,145.0,10,1,28,2,3,3,1
71361,Fw: Solicitud publicación Lineamientos para la impartición virtual de cursos de la ECL,147,142.0,1,1,26,2,3,3,1
71362,No puedo ingresar a la plataforma de TecDigital,148,135.0,8,1,1,2,3,3,1
71363,Actualización de datos,149,137.0,5,1,12,2,3,3,1
71364,Expediente,150,139.0,5,1,29,5,3,3,1
71365,Cuenta de estudiante,151,138.0,5,1,38,2,3,3,1
71366,Ingreso al TEC Digital (Creación de usuarios),152,139.0,2,1,25,2,3,3,1
71367,Problemas para acceder al TEC Digital,153,141.0,5,4,35,4,2,2,1
71368,Expediente estudiantil,154,140.0,5,1,29,6,3,3,1
71369,Ingreso al TEC Digital (Creación de usuarios),155,143.0,2,1,25,2,3,3,1
71370,Ingreso al TEC Digital (Creación de usuarios),156,144.0,2,1,25,2,3,3,1
71372,RE: Ayuda con cuenta de tec digital,157,157.0,2,1,14,2,3,4,1
71373,Ingreso al TEC Digital (Creación de usuarios),158,147.0,2,1,25,2,3,3,1
71374,Consulta,159,148.0,5,1,1,2,3,3,1
71375,cambio de comunidad,160,146.0,5,1,7,5,3,3,1
71376,Ingreso al TEC Digital (Creación de usuarios),161,150.0,2,1,25,2,3,3,1
71377,Acceso a correo y tec digital,162,151.0,8,1,1,2,3,3,1
71378,RE: Colaboración con inscripción de estudiantes,163,153.0,10,1,5,2,3,3,1
71379,Solicitud de coreo masivo a estudiantes regulares.,164,155.0,5,1,26,2,3,3,1
71380,Re: Colaboración con inscripción de estudiantes,165,152.0,10,1,5,2,3,3,1
71381,actualizacion de clave,166,154.0,2,1,14,6,3,3,1
71382,Asignación de cursos a profesor en la plataforma,167,156.0,10,1,6,2,3,3,1
71387,Consulta,168,158.0,1,1,2,2,3,3,1
71388,Recuperación pregunta de asignación,169,159.0,5,1,30,2,3,3,1
71389,Solicitud apertura TEC Digital: EXCEL BÁSICO G#1 A126,170,160.0,2,1,21,2,3,3,1
71390,Consulta,171,161.0,5,1,5,2,3,3,1
71391,Solicitud apertura TEC Digital: Fundamentos 6 Sigma STEM,172,162.0,2,1,21,2,3,3,1
71392,"No puedo entrar al dashboard principal, me redirig...",173,163.0,5,1,11,2,3,3,1
71393,RE: [Centro de Ayuda del TEC Digital] Re: TEC Digital- Problemas - Susana Ramirez,174,172.0,8,1,2,2,3,3,1
71394,"agregar estudiantes a grupo Principios de programación I, Prof. Alejandro Alfaro",175,165.0,8,1,5,2,3,3,1
71395,Ingreso al TEC Digital (Creación de usuarios),176,166.0,2,1,25,2,3,3,1
71396,Problema de acceso a la plataforma TEC Digital: E...,177,167.0,5,1,1,2,3,3,1
71397,Cuenta TecDigital,177,168.0,5,1,1,2,3,3,1
71398,Problema de acceso a la plataforma TEC Digital,178,169.0,5,1,1,2,3,3,1
71399,solicitud,179,173.0,1,1,23,2,3,3,1
71400,Problemas con el tec digital,180,170.0,5,1,1,2,3,3,1
71401,Favor incluir a estudiante en el tecdigital.,181,171.0,5,1,5,2,3,3,1
71402,Error en Tec Digital,182,176.0,5,1,12,2,3,3,1
71403,Acceso a Turnitin,183,173.0,10,1,18,2,3,3,1
71404,RV: Favor ajusta nombre en el Tec Digital,184,175.0,7,1,12,2,3,3,1
71405,Ingreso al TEC Digital (Creación de usuarios),185,174.0,2,1,25,2,3,3,1
71406,Agregar miembros a Comunidad del TEC digital,186,178.0,10,1,7,2,3,3,1
71407,Solicitud apertura TEC Digital: Matemática STEM,187,181.0,2,1,21,2,3,3,1
71408,Acceso a TEC Digital,188,177.0,5,1,1,2,3,3,1
71410,Ayuda con tec digital,189,180.0,5,1,1,2,3,3,1
71411,Corrección de error,190,179.0,10,1,6,2,3,3,1
71412,Ingreso al TEC Digital (Creación de usuarios),191,184.0,2,1,25,2,3,3,1
71413,Consulta sobre cursos,192,182.0,10,1,28,2,3,3,1
71414,Ingreso al TEC Digital (Creación de usuarios),193,183.0,2,1,25,2,3,3,1
71415,Re: [Centro de Ayuda del TEC Digital] Actualización: RE: INGRESO DE DANIEL SOLANO MORALES - TEC DIGITAL,194,185.0,5,1,1,2,3,3,1
71416,Error,195,188.0,7,1,28,2,3,3,1
71417,No me deja ingresar a mi cuenta,196,187.0,8,1,1,2,3,3,1
71418,"Apoyo acceso a correo, TEC Digital y Zoom para docente",197,186.0,10,1,2,2,3,3,1
71419,Oficio ICSJ-011-2026-Solicitud Tec Digital Caso estudiante Lee,198,196.0,5,1,1,2,3,3,1
71420,Oficina de Planificación Institucional: Solicitud de apoyo Urgente.,199,190.0,1,1,26,2,3,3,1
71421,Problemas Para Acceder Al Tec Digital,200,214.0,5,1,1,2,3,3,1
71422,Solicitud de coreo masivo a estudiantes regulares.,201,192.0,1,1,26,2,3,3,1
71423,Fwd: Reingreso aprobado  Solicitud de activación de cuenta institucional,202,191.0,5,1,2,2,3,3,1
71424,RV: Solicitud de creación de grupo - Programa de Ciencia de los Datos,203,193.0,1,1,14,2,3,3,1
71425,"Solicitud de creación de grupo - Introducción a la Programación, grupo 13",203,194.0,1,1,21,2,3,3,1
71426,Solicitud de colaboración,204,196.0,4,1,13,2,3,3,1
71427,Problems para ingresar al sistema,205,195.0,5,1,1,2,3,3,1
71429,SOLICITUD DE INCOPORACION EN CURSOS DE TFG AE,206,197.0,10,1,6,2,3,3,1
71430,Ingreso al TEC Digital (Creación de usuarios),207,198.0,2,1,25,2,3,3,1
71431,Creación de dos comunidades,208,202.0,10,1,7,2,3,3,1
71433,Solicitud de actualización de Comunidad,209,219.0,10,1,7,2,3,3,1
71434,Consulta sobre estudiante de undécimo,210,201.0,6,1,11,2,3,3,1
71435,Solicitud de reinicio de verificación MFA  cuenta institucional,211,199.0,5,1,38,2,3,3,1
71436,necesito acceder a altair con la cuenta de fundat...,212,200.0,7,1,11,2,3,3,1
71437,Problemas para subir documentos en plataforma,213,207.0,2,1,28,2,3,3,1
71438,Solicitud urgente escuela de Química,214,203.0,1,1,6,2,3,3,1
71439,RE: Bienvenida al Programa de Ciencia de los Datos TEC,215,204.0,5,1,14,2,3,3,1
71440,"Solicitud de cambio de correo de estudiante - PROGRAMA DE CIENCIA DE LOS DATOS, GRUPO 34",216,205.0,5,1,12,2,3,3,1
71441,Problemas para ingresar al Tec Digital.,217,206.0,5,1,1,2,3,3,1
71442,RE: Ayuda TEC Digital,218,209.0,1,1,11,2,3,3,1
71443,Malla curricular,219,208.0,5,1,29,6,3,3,1
71445,Solicitud de actualización de número para iniciar sesión en Microsoft,220,210.0,8,1,11,2,3,3,1
71446,Convocatoria de Asistencia,221,211.0,9,4,35,4,2,2,1
71447,Convocatoria Asistencia Especial,222,216.0,1,1,27,2,3,3,1
71448,Electiva II plan de estudio Ing en Producción Industrial,223,212.0,5,1,29,2,3,3,1
71449,Acceso a Turnitin,224,213.0,10,1,18,2,3,3,1
71450,RE: Bienvenida al Programa de Ciencia de los Datos TEC,225,215.0,5,1,1,2,3,3,1
71451,Consulta sobre acceso al TECDigital,226,334.0,5,1,24,2,3,1,1
71452,Consulta.,227,224.0,1,1,10,2,3,3,1
71453,NO me funciona Link para la sesion: Teams,228,217.0,7,1,11,2,3,3,1
71455,RE: Bienvenida al Programa de Ciencia de los Datos TEC,229,225.0,5,1,1,2,3,3,1
71456,Divulgar en la comunidad de estudiantes en San José,230,218.0,5,1,27,2,3,3,1
71457,Solicitud de registro de cuentas nuevas en la plataforma TEC Digital,231,328.0,1,1,25,2,3,3,1
71458,Consulta sobre plataforma de estudiante,232,220.0,5,1,8,2,3,3,1
71459,Problemas de ingreso,233,220.0,5,1,1,2,3,3,1
71460,Problema de acceso a TEC Digital - Estudiante de primer ingreso - Erick Saul Mora Rodriguez,234,221.0,5,1,1,2,3,3,1
71461,Consulta sobre Acceso a TEC Digital,235,246.0,5,1,1,2,3,4,1
71462,Solicitud de publicación,236,222.0,5,1,27,2,3,3,1
71463,Consulta de ingreso a plataforma,237,223.0,2,1,28,2,3,3,1
71464,Consulta,238,279.0,8,1,1,2,3,3,1
71466,Consulta reporte de notas,239,226.0,9,4,35,4,2,4,1
71467,Consulta reporte calificaciones,240,227.0,7,1,11,2,3,3,1
71468,Problema al ingresar,241,228.0,5,1,1,2,3,3,1
71471,Problemas Tec digital,242,229.0,8,1,1,2,3,3,1
71473,Cálculo Diferencial e Integral,243,230.0,5,1,5,2,3,3,1
71474,Solicitud de soporte técnico,244,253.0,10,1,11,2,3,3,1
71475,Solicitud de acceso a la plataforma.,245,231.0,1,1,5,2,3,3,1
71476,Restablecimiento de Contraseña,246,232.0,2,1,14,2,3,3,1
71477,Fw: Ayuda para habilitar Tec digital a profesores,247,236.0,1,1,11,2,3,3,1
71478,PROBLEMAS INGRESO,248,233.0,5,1,1,2,3,3,1
71479,Consulta sobre el acceso al Tec digital,249,234.0,9,4,35,2,2,2,1
71480,Consulta sobre el acceso al Tec digital,249,234.0,9,4,35,2,2,2,1
71481,Consulta sobre el acceso al Tec digital,250,235.0,8,1,1,2,3,3,1
71482,Inclusión,251,238.0,9,4,35,4,2,2,1
71483,Gestor de inclusiones,252,239.0,5,1,34,2,3,3,1
71484,Agregar estudiantes a comunidad de cátedra,253,373.0,10,1,7,2,3,3,1
71485,Consulta sobre curso,254,240.0,1,1,6,2,3,3,1
71486,Authenticator de microsoft,255,237.0,5,1,38,2,3,3,1
71487,Solicitud de inclusión como docente  Curso SO5910,256,243.0,10,1,6,2,3,3,1
71488,Cambios de docente y nuevo grupo,257,241.0,1,1,6,2,3,3,1
71489,Solicitud de ayuda para visualizar cursos,258,247.0,5,1,5,2,3,3,1
71490,Cuenta TEC digital,259,242.0,8,1,1,2,3,3,1
71491,Corrección en nombre de estudiante y otros,260,248.0,5,1,12,2,3,3,1
71492,Acceso Tec Digital,261,244.0,5,1,1,2,3,3,1
71493,No puedo agregar profesor a cátedra,262,261.0,10,1,7,2,3,3,1
71494,Restablecimiento de Contraseña,263,245.0,2,1,14,2,3,3,1
71495,Curso de Feria Científica,264,248.0,10,1,6,2,3,3,1
71496,Tengo un problema con tecDigital!,265,248.0,5,1,1,2,3,3,1
71498,Restablecimiento de Contraseña,266,249.0,2,1,14,2,3,3,1
71499,Problema tecdigital,267,250.0,5,1,1,2,3,3,1
71500,Problemas de ingreso a la plataforma,268,256.0,5,1,1,2,3,3,1
71501,Re: [Centro de Ayuda del TEC Digital] Re: Cuenta TecDigital,269,251.0,5,1,1,2,3,3,1
71502,Incorporación de profesor en Catedra,270,252.0,10,1,7,2,3,3,1
71504,Consulta,271,252.0,5,1,1,2,3,3,1
71505,Solicitud de cambio de comunidad en TecDigital,272,255.0,5,1,7,2,3,3,1
71506,Problemas al acceder TecDigital,273,284.0,5,1,1,2,3,3,1
71507,cambio de escuela,274,254.0,5,1,7,6,3,3,1
71508,Consulta Formularios Inclusión,275,257.0,5,1,34,2,3,3,1
71509,Solicitud para el examen de Diagnostico de Biología General,276,259.0,9,4,35,4,2,2,1
71511,Problemas con TEC Digital,277,258.0,1,1,7,2,3,3,1
71512,RV: Solicitud para el examen de Diagnostico de Biología General,278,260.0,9,4,35,4,3,2,1
71513,Correo no encontrado,279,476.0,7,1,1,2,3,3,1
71515,Fw: Solicitud para el examen de Diagnostico de Biología General,280,288.0,9,4,35,4,3,2,1
71516,RE: Problema con descraga de videos,281,474.0,5,1,15,2,3,3,1
71517,Solicitud de ayuda,282,280.0,1,1,34,2,3,3,1
71518,Inclusión en comunidad,283,266.0,1,1,7,2,3,3,1
