id_ticket,id_dim_estado,Asunto,id_dim_usuario,id_dim_agente,id_dim_servicio,id_dim_canal,id_dim_tipo,id_dim_prioridad,id_dim_tiempo_solicitud,id_dim_tiempo_resuelto,tiempo_resolucion_horas,cumple_sla
71333,1,Usuario TEC-Digital,5,1,2,2,3,3,104,104,1.18,1
71334,1,Error al cargar archivos,5,1,28,2,3,3,104,104,0.48,1
71335,1,RE: Consulta de matrícula,5,1,5,2,3,3,104,104,0.53,1
71336,1,Información de curso,5,1,11,2,3,3,104,104,0.23,1
71337,1,Ayuda para incluir Materia actual en TEC digital,5,1,5,2,3,3,104,104,1.50,1
71338,1,TEC Digital- Problemas - Susana Ramirez,8,1,28,2,3,3,104,104,1.13,1
71339,1,Solicitud de ayuda para ingreso,5,1,2,2,3,3,104,104,0.15,1
71340,1,plataforma del TEC-Digital I T 2026,1,1,5,2,3,3,104,104,1.05,1
71342,1,Mi nombre en el tec digital es incorrecto. Mi nomb...,5,1,12,2,3,3,104,104,0.90,1
71343,1,Problemas con cuenta tecDigital.,5,1,1,2,3,3,104,104,0.20,1
71344,1,Falla en carga de documentos,7,1,28,2,3,3,104,131,39.12,0
71345,1,Curso de verano,5,1,29,2,3,3,104,121,11.95,0
71346,1,Contraseña invalidad despues de haberla cambiado y seguir los pasos,7,1,14,2,3,3,104,121,11.30,0
71347,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,121,121,0.63,1
71348,1,Solicitud de constancia,5,1,11,2,3,3,121,121,0.08,1
71349,1,Necesito asistencia para asociar una actividad de GAAP a una evaluación en un curso de Fundatec.-,11,1,30,2,3,3,121,121,0.42,1
71350,1,Consulta sobre disponibilidad de la plataforma mañana jueves 28 de enero,10,1,30,2,3,3,121,121,1.95,1
71352,1,Permisos sistema,1,1,34,2,3,3,121,157,119.97,0
71353,1,Solicitud para publicar noticia SE BUSCAN PERSONAS TUTORAS EN EL DOP I-2026,1,1,26,2,3,3,121,131,18.33,0
71354,1,uso del tec-digital,5,4,35,4,2,2,121,121,0.07,1
71355,1,uso del tec-digital,2,1,5,2,3,3,121,121,0.73,1
71356,1,en tecDigital en aplicaciones no aparece el expediente,5,1,29,2,3,3,121,614,663.45,0
71357,1,Problemas de ingreso al TEC Digital,5,1,1,2,3,3,121,131,10.93,0
71358,1,Actualización de datos,5,1,12,2,3,3,131,131,11.30,0
71359,1,Solicitud de actualización de cursos,1,1,5,2,3,3,131,131,0.97,1
71360,1,Reporte y consulta de fallo,10,1,28,2,3,3,131,145,23.42,0
71361,1,Fw: Solicitud publicación Lineamientos para la impartición virtual de cursos de la ECL,1,1,26,2,3,3,131,131,5.02,0
71362,1,No puedo ingresar a la plataforma de TecDigital,8,1,1,2,3,3,131,131,1.32,1
71363,1,Actualización de datos,5,1,12,2,3,3,131,131,1.28,1
71364,1,Expediente,5,1,29,5,3,3,131,131,1.72,1
71365,1,Cuenta de estudiante,5,1,38,2,3,3,131,131,1.58,1
71366,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,131,131,1.30,1
71367,1,Problemas para acceder al TEC Digital,5,4,35,4,2,2,131,131,0.52,1
71368,1,Expediente estudiantil,5,1,29,6,3,3,131,131,0.00,1
71369,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,131,131,0.23,1
71370,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,131,131,0.20,1
71372,1,RE: Ayuda con cuenta de tec digital,2,1,14,2,3,4,131,157,87.35,0
71373,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,145,145,1.23,1
71374,1,Consulta,5,1,1,2,3,3,145,145,0.48,1
71375,1,cambio de comunidad,5,1,7,5,3,3,145,145,0.00,1
71376,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,145,145,0.18,1
71377,1,Acceso a correo y tec digital,8,1,1,2,3,3,145,145,1.03,1
71378,1,RE: Colaboración con inscripción de estudiantes,10,1,5,2,3,3,145,145,1.32,1
71379,1,Solicitud de coreo masivo a estudiantes regulares.,5,1,26,2,3,3,145,145,2.43,1
71380,1,Re: Colaboración con inscripción de estudiantes,10,1,5,2,3,3,145,145,0.38,1
71381,1,actualizacion de clave,2,1,14,6,3,3,145,145,0.00,1
71382,1,Asignación de cursos a profesor en la plataforma,10,1,6,2,3,3,145,145,1.28,1
71387,1,Consulta,1,1,2,2,3,3,157,157,0.08,1
71388,1,Recuperación pregunta de asignación,5,1,30,2,3,3,157,157,1.08,1
71389,1,Solicitud apertura TEC Digital: EXCEL BÁSICO G#1 A126,2,1,21,2,3,3,157,157,0.48,1
71390,1,Consulta,5,1,5,2,3,3,157,157,0.23,1
71391,1,Solicitud apertura TEC Digital: Fundamentos 6 Sigma STEM,2,1,21,2,3,3,157,157,0.72,1
71392,1,"No puedo entrar al dashboard principal, me redirig...",5,1,11,2,3,3,157,157,0.60,1
71393,1,RE: [Centro de Ayuda del TEC Digital] Re: TEC Digital- Problemas - Susana Ramirez,8,1,2,2,3,3,157,172,18.67,0
71394,1,"agregar estudiantes a grupo Principios de programación I, Prof. Alejandro Alfaro",8,1,5,2,3,3,157,157,0.10,1
71395,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,157,157,0.95,1
71396,1,Problema de acceso a la plataforma TEC Digital: E...,5,1,1,2,3,3,157,157,0.93,1
71397,1,Cuenta TecDigital,5,1,1,2,3,3,157,157,0.95,1
71398,1,Problema de acceso a la plataforma TEC Digital,5,1,1,2,3,3,157,157,0.92,1
71399,1,solicitud,1,1,23,2,3,3,157,172,17.58,0
71400,1,Problemas con el tec digital,5,1,1,2,3,3,157,157,0.53,1
71401,1,Favor incluir a estudiante en el tecdigital.,5,1,5,2,3,3,157,157,0.25,1
71402,1,Error en Tec Digital,5,1,12,2,3,3,157,172,16.92,0
71403,1,Acceso a Turnitin,10,1,18,2,3,3,172,172,1.07,1
71404,1,RV: Favor ajusta nombre en el Tec Digital,7,1,12,2,3,3,172,172,0.88,1
71405,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,172,172,0.15,1
71406,1,Agregar miembros a Comunidad del TEC digital,10,1,7,2,3,3,172,172,1.82,1
71407,1,Solicitud apertura TEC Digital: Matemática STEM,2,1,21,2,3,3,172,172,3.23,1
71408,1,Acceso a TEC Digital,5,1,1,2,3,3,172,172,0.05,1
71410,1,Ayuda con tec digital,5,1,1,2,3,3,172,172,0.13,1
71411,1,Corrección de error,10,1,6,2,3,3,172,172,0.08,1
71412,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,172,172,1.72,1
71413,1,Consulta sobre cursos,10,1,28,2,3,3,172,172,0.32,1
71414,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,172,172,0.87,1
71415,1,Re: [Centro de Ayuda del TEC Digital] Actualización: RE: INGRESO DE DANIEL SOLANO MORALES - TEC DIGITAL,5,1,1,2,3,3,172,185,14.17,0
71416,1,Error,7,1,28,2,3,3,172,185,15.03,0
71417,1,No me deja ingresar a mi cuenta,8,1,1,2,3,3,172,185,12.82,0
71418,1,"Apoyo acceso a correo, TEC Digital y Zoom para docente",10,1,2,2,3,3,185,185,0.52,1
71419,1,Oficio ICSJ-011-2026-Solicitud Tec Digital Caso estudiante Lee,5,1,1,2,3,3,185,185,5.93,0
71420,1,Oficina de Planificación Institucional: Solicitud de apoyo Urgente.,1,1,26,2,3,3,185,185,3.33,1
71421,1,Problemas Para Acceder Al Tec Digital,5,1,1,2,3,3,185,199,28.52,0
71422,1,Solicitud de coreo masivo a estudiantes regulares.,1,1,26,2,3,3,185,185,1.97,1
71423,1,Fwd: Reingreso aprobado – Solicitud de activación de cuenta institucional,5,1,2,2,3,3,185,185,1.25,1
71424,1,RV: Solicitud de creación de grupo - Programa de Ciencia de los Datos,1,1,14,2,3,3,185,185,1.12,1
71425,1,"Solicitud de creación de grupo - Introducción a la Programación, grupo 13",1,1,21,2,3,3,185,185,1.28,1
71426,1,Solicitud de colaboración,4,1,13,2,3,3,185,185,0.83,1
71427,1,Problems para ingresar al sistema,5,1,1,2,3,3,185,185,0.12,1
71429,1,SOLICITUD DE INCOPORACION EN CURSOS DE TFG AE,10,1,6,2,3,3,185,185,0.25,1
71430,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,185,185,0.23,1
71431,1,Creación de dos comunidades,10,1,7,2,3,3,185,199,17.68,0
71433,1,Solicitud de actualización de Comunidad,10,1,7,2,3,3,185,216,42.07,0
71434,1,Consulta sobre estudiante de undécimo,6,1,11,2,3,3,185,199,16.00,0
71435,1,Solicitud de reinicio de verificación MFA – cuenta institucional,5,1,38,2,3,3,185,199,11.75,0
71436,1,necesito acceder a altair con la cuenta de fundat...,7,1,11,2,3,3,185,199,11.87,0
71437,1,Problemas para subir documentos en plataforma,2,1,28,2,3,3,199,199,3.43,1
71438,1,Solicitud urgente escuela de Química,1,1,6,2,3,3,199,199,0.78,1
71439,1,RE: Bienvenida al Programa de Ciencia de los Datos TEC,5,1,14,2,3,3,199,199,0.22,1
71440,1,"Solicitud de cambio de correo de estudiante - PROGRAMA DE CIENCIA DE LOS DATOS, GRUPO 34",5,1,12,2,3,3,199,199,0.18,1
71441,1,Problemas para ingresar al Tec Digital.,5,1,1,2,3,3,199,199,0.18,1
71442,1,RE: Ayuda TEC Digital,1,1,11,2,3,3,199,199,1.68,1
71443,1,Malla curricular,5,1,29,6,3,3,199,199,0.22,1
71445,1,Solicitud de actualización de número para iniciar sesión en Microsoft,8,1,11,2,3,3,199,199,0.10,1
71446,1,Convocatoria de Asistencia,9,4,35,4,2,2,199,199,0.10,1
71447,1,Convocatoria Asistencia Especial,1,1,27,2,3,3,199,216,17.93,0
71448,1,Electiva II plan de estudio Ing en Producción Industrial,5,1,29,2,3,3,199,199,0.63,1
71449,1,Acceso a Turnitin,10,1,18,2,3,3,199,199,0.17,1
71450,1,RE: Bienvenida al Programa de Ciencia de los Datos TEC,5,1,1,2,3,3,199,199,0.08,1
71451,1,Consulta sobre acceso al TECDigital,5,1,24,2,3,1,199,323,185.12,0
71452,1,Consulta.,1,1,10,2,3,3,199,224,87.45,0
71453,1,NO me funciona Link para la sesion: Teams,7,1,11,2,3,3,199,216,17.17,0
71455,1,RE: Bienvenida al Programa de Ciencia de los Datos TEC,5,1,1,2,3,3,216,224,72.30,0
71456,1,Divulgar en la comunidad de estudiantes en San José,5,1,27,2,3,3,216,216,1.63,1
71457,1,Solicitud de registro de cuentas nuevas en la plataforma TEC Digital,1,1,25,2,3,3,216,323,166.33,0
71458,1,Consulta sobre plataforma de estudiante,5,1,8,2,3,3,216,216,1.70,1
71459,1,Problemas de ingreso,5,1,1,2,3,3,216,216,1.25,1
71460,1,Problema de acceso a TEC Digital - Estudiante de primer ingreso - Erick Saul Mora Rodriguez,5,1,1,2,3,3,216,216,0.18,1
71461,1,Consulta sobre Acceso a TEC Digital,5,1,1,2,3,4,216,224,74.52,0
71462,1,Solicitud de publicación,5,1,27,2,3,3,216,216,0.28,1
71463,1,Consulta de ingreso a plataforma,2,1,28,2,3,3,216,216,1.18,1
71464,1,Consulta,8,1,1,2,3,3,216,279,111.22,0
71466,1,Consulta reporte de notas,9,4,35,4,2,4,216,224,61.22,0
71467,1,Consulta reporte calificaciones,7,1,11,2,3,3,216,224,61.15,0
71468,1,Problema al ingresar,5,1,1,2,3,3,1488,224,39.58,0
71471,1,Problemas Tec digital,8,1,1,2,3,3,1489,224,17.88,0
71473,1,Cálculo Diferencial e Integral,5,1,5,2,3,3,224,224,3.03,1
71474,1,Solicitud de soporte técnico,10,1,11,2,3,3,224,248,23.05,0
71475,1,Solicitud de acceso a la plataforma.,1,1,5,2,3,3,224,224,0.58,1
71476,1,Restablecimiento de Contraseña,2,1,14,2,3,3,224,224,0.37,1
71477,1,Fw: Ayuda para habilitar Tec digital a profesores,1,1,11,2,3,3,224,224,2.87,1
71478,1,PROBLEMAS INGRESO,5,1,1,2,3,3,224,224,1.48,1
71479,1,Consulta sobre el acceso al Tec digital,9,4,35,2,2,2,224,224,1.47,1
